,0,1,2
10,flush_flush,39,"['rdtsc', 'shl rdx, 0x20', 'or rdx, rax', 'mov r8, rdx', 'mfence', 'clflush byte [rcx]', 'mfence', 'rdtsc', 'mfence', 'shl rdx, 0x20', 'or rdx, rax', 'sub rdx, r8', 'lea rax, [rdx - 0xac]', 'cmp rax, 0x1c', 'ja 0x1470', 'add qword [obj.kpause], 1', 'ret', 'nop dword [rax]', 'call sym.imp.sched_yield', 'sub ebx, 1', 'jne 0x11d8', 'jmp 0x11c0', 'mov edi, dword [var_4h]', 'mov ebx, 0x1e', 'add rdi, rbp', 'call sym.flushandreload', 'endbr64', 'mov rcx, rdi', 'mfence', 'rdtsc']"
11,flush_flush,9,"['rdtsc', 'shl rdx, 0x20', 'or rdx, rax', 'mov r8, rdx', 'mfence', 'clflush byte [rcx]', 'mfence', 'rdtsc']"
12,flush_flush,30,"['rdtsc', 'mfence', 'shl rdx, 0x20', 'or rdx, rax', 'sub rdx, r8', 'lea rax, [rdx - 0xac]', 'cmp rax, 0x1c', 'ja 0x1470', 'add qword [obj.kpause], 1', 'ret', 'nop dword [rax]', 'call sym.imp.sched_yield', 'sub ebx, 1', 'jne 0x11d8', 'jmp 0x11c0', 'mov edi, dword [var_4h]', 'mov ebx, 0x1e', 'add rdi, rbp', 'call sym.flushandreload', 'endbr64', 'mov rcx, rdi', 'mfence', 'rdtsc']"
13,flush_flush,39,"['rdtsc', 'mfence', 'shl rdx, 0x20', 'or rdx, rax', 'sub rdx, r8', 'lea rax, [rdx - 0xac]', 'cmp rax, 0x1c', 'ja 0x1470', 'add qword [obj.kpause], 1', 'ret', 'nop dword [rax]', 'call sym.imp.sched_yield', 'sub ebx, 1', 'jne 0x11d8', 'jmp 0x11c0', 'mov edi, dword [var_4h]', 'mov ebx, 0x1e', 'add rdi, rbp', 'call sym.flushandreload', 'endbr64', 'mov rcx, rdi', 'mfence', 'rdtsc', 'shl rdx, 0x20', 'or rdx, rax', 'mov r8, rdx', 'mfence', 'clflush byte [rcx]', 'mfence', 'rdtsc']"
14,flush_flush_spectre,61,"['rdtsc', 'shl rdx, 0x20', 'or rax, rdx', 'mov rbx, rax', 'lfence', 'nop', 'lea rax, [var_20h]', 'mov qword [var_10h], rax', 'mov rax, qword [var_10h]', 'clflush byte [rax]', 'nop', 'mfence', 'nop', 'lfence', 'nop', 'rdtsc', 'shl rdx, 0x20', 'or rax, rdx', 'sub rax, rbx', 'mov rbx, rax', 'lfence', 'nop', 'mov rax, rbx', 'pop rbx', 'pop rbp', 'ret', 'mov rbx, rax', 'mov rax, qword [obj.tl]', 'cmp rbx, rax', 'jb 0x14b2', 'mov rax, qword [obj.th]', 'cmp rbx, rax', 'jbe 0x162d', 'mov rax, qword [canary]', 'xor rax, qword fs:[0x28]', 'je 0x1641', 'add rsp, 0x38', 'pop rbx', 'pop rbp', 'ret', 'jmp 0x1795', 'mov edx, dword [var_1ch]', 'mov rax, qword [var_18h]', 'mov esi, edx', 'mov rdi, rax', 'call sym.measure_access_latency', 'endbr64', 'push rbp', 'mov rbp, rsp', 'push rbx', 'mov qword [var_20h], rdi', 'mov dword [var_24h], esi', 'mfence', 'nop', 'lfence', 'nop', 'rdtsc']"
15,flush_flush_spectre,17,"['rdtsc', 'shl rdx, 0x20', 'or rax, rdx', 'mov rbx, rax', 'lfence', 'nop', 'lea rax, [var_20h]', 'mov qword [var_10h], rax', 'mov rax, qword [var_10h]', 'clflush byte [rax]', 'nop', 'mfence', 'nop', 'lfence', 'nop', 'rdtsc']"
16,flush_flush_spectre,44,"['rdtsc', 'shl rdx, 0x20', 'or rax, rdx', 'sub rax, rbx', 'mov rbx, rax', 'lfence', 'nop', 'mov rax, rbx', 'pop rbx', 'pop rbp', 'ret', 'mov rbx, rax', 'mov rax, qword [obj.tl]', 'cmp rbx, rax', 'jb 0x14b2', 'mov rax, qword [obj.th]', 'cmp rbx, rax', 'jbe 0x162d', 'mov rax, qword [canary]', 'xor rax, qword fs:[0x28]', 'je 0x1641', 'add rsp, 0x38', 'pop rbx', 'pop rbp', 'ret', 'jmp 0x1795', 'mov edx, dword [var_1ch]', 'mov rax, qword [var_18h]', 'mov esi, edx', 'mov rdi, rax', 'call sym.measure_access_latency', 'endbr64', 'push rbp', 'mov rbp, rsp', 'push rbx', 'mov qword [var_20h], rdi', 'mov dword [var_24h], esi', 'mfence', 'nop', 'lfence', 'nop', 'rdtsc']"
17,flush_flush_spectre,61,"['rdtsc', 'shl rdx, 0x20', 'or rax, rdx', 'sub rax, rbx', 'mov rbx, rax', 'lfence', 'nop', 'mov rax, rbx', 'pop rbx', 'pop rbp', 'ret', 'mov rbx, rax', 'mov rax, qword [obj.tl]', 'cmp rbx, rax', 'jb 0x14b2', 'mov rax, qword [obj.th]', 'cmp rbx, rax', 'jbe 0x162d', 'mov rax, qword [canary]', 'xor rax, qword fs:[0x28]', 'je 0x1641', 'add rsp, 0x38', 'pop rbx', 'pop rbp', 'ret', 'jmp 0x1795', 'mov edx, dword [var_1ch]', 'mov rax, qword [var_18h]', 'mov esi, edx', 'mov rdi, rax', 'call sym.measure_access_latency', 'endbr64', 'push rbp', 'mov rbp, rsp', 'push rbx', 'mov qword [var_20h], rdi', 'mov dword [var_24h], esi', 'mfence', 'nop', 'lfence', 'nop', 'rdtsc', 'shl rdx, 0x20', 'or rax, rdx', 'mov rbx, rax', 'lfence', 'nop', 'lea rax, [var_20h]', 'mov qword [var_10h], rax', 'mov rax, qword [var_10h]', 'clflush byte [rax]', 'nop', 'mfence', 'nop', 'lfence', 'nop', 'rdtsc']"
18,flush_reload,13,"['rdtsc', 'mfence', 'movabs r12, 0xc9a633fcd967300d', 'shl rdx, 0x20', 'or rdx, rax', 'mov qword [obj.start], rdx', 'jmp 0x11e9', 'mov edi, dword [var_4h]', 'add rdi, rbp', 'mfence', 'cpuid', 'rdtscp', 'mov r8, rdx', 'mov rsi, rax', 'mfence', 'shl r8, 0x20', 'mov rcx, rdi', 'or r8, rsi', 'mov rax, qword [rcx]', 'mfence', 'rdtscp', 'mov rsi, rdx', 'mov r10, rax', 'cpuid', 'mfence', 'shl rsi, 0x20', 'mov rcx, rdi', 'mov r9, rsi', 'or r9, r10', 'sub r9, r8', 'clflush byte [rcx]', 'mov rcx, qword [obj.kpause]', 'cmp r9, 0xc7', 'jbe 0x11d0']"
19,flush_reload,15,"['rdtsc', 'mfence', 'movabs r12, 0xc9a633fcd967300d', 'shl rdx, 0x20', 'or rdx, rax', 'mov qword [obj.start], rdx', 'jmp 0x11e9', 'mov edi, dword [var_4h]', 'add rdi, rbp', 'mfence', 'cpuid', 'rdtscp', 'mov r8, rdx', 'mov rsi, rax', 'mfence', 'shl r8, 0x20', 'mov rcx, rdi', 'or r8, rsi', 'mov rax, qword [rcx]', 'mfence', 'rdtscp', 'mov rsi, rdx', 'mov r10, rax', 'cpuid', 'mfence', 'shl rsi, 0x20', 'mov rcx, rdi', 'mov r9, rsi', 'or r9, r10', 'sub r9, r8', 'clflush byte [rcx]', 'mov rcx, qword [obj.kpause]', 'cmp r9, 0xc7', 'jbe 0x11d0', 'rdtscp', 'mov rsi, rdx', 'mov r10, rax', 'cpuid', 'mfence', 'shl rsi, 0x20', 'mov rcx, rdi', 'mov r9, rsi', 'or r9, r10', 'sub r9, r8', 'clflush byte [rcx]', 'mov rcx, qword [obj.kpause]', 'cmp r9, 0xc7', 'jbe 0x11d0']"
20,flush_reload,18,"['rdtscp', 'mov r8, rdx', 'mov rsi, rax', 'mfence', 'shl r8, 0x20', 'mov rcx, rdi', 'or r8, rsi', 'mov rax, qword [rcx]', 'mfence', 'rdtscp', 'mov rsi, rdx', 'mov r10, rax', 'cpuid', 'mfence', 'shl rsi, 0x20', 'mov rcx, rdi', 'mov r9, rsi', 'or r9, r10', 'sub r9, r8', 'clflush byte [rcx]', 'mov rcx, qword [obj.kpause]', 'cmp r9, 0xc7', 'jbe 0x11d0', 'rdtscp', 'mov rsi, rdx', 'mov r10, rax', 'cpuid', 'mfence', 'shl rsi, 0x20', 'mov rcx, rdi', 'mov r9, rsi', 'or r9, r10', 'sub r9, r8', 'clflush byte [rcx]', 'mov rcx, qword [obj.kpause]', 'cmp r9, 0xc7', 'jbe 0x11d0', 'add rcx, 1', 'mov qword [obj.kpause], rcx', 'jmp 0x11e4', 'call sym.imp.sched_yield', 'mov edi, dword [var_4h]', 'add rdi, rbp', 'mfence', 'cpuid', 'rdtscp', 'mov r8, rdx', 'mov rsi, rax', 'mfence', 'shl r8, 0x20', 'mov rcx, rdi', 'or r8, rsi', 'mov rax, qword [rcx]', 'mfence', 'rdtscp', 'mov rsi, rdx', 'mov r10, rax', 'cpuid', 'mfence', 'shl rsi, 0x20', 'mov rcx, rdi', 'mov r9, rsi', 'or r9, r10', 'sub r9, r8', 'clflush byte [rcx]', 'mov rcx, qword [obj.kpause]', 'cmp r9, 0xc7', 'jbe 0x11d0']"
21,flush_reload,2,"['rdtscp', 'mov r8, rdx', 'mov rsi, rax', 'mfence', 'shl r8, 0x20', 'mov rcx, rdi', 'or r8, rsi', 'mov rax, qword [rcx]', 'mfence', 'rdtscp', 'mov rsi, rdx', 'mov r10, rax', 'cpuid', 'mfence', 'shl rsi, 0x20', 'mov rcx, rdi', 'mov r9, rsi', 'or r9, r10', 'sub r9, r8', 'clflush byte [rcx]', 'mov rcx, qword [obj.kpause]', 'cmp r9, 0xc7', 'jbe 0x11d0', 'rdtscp', 'mov rsi, rdx', 'mov r10, rax', 'cpuid', 'mfence', 'shl rsi, 0x20', 'mov rcx, rdi', 'mov r9, rsi', 'or r9, r10', 'sub r9, r8', 'clflush byte [rcx]', 'mov rcx, qword [obj.kpause]', 'cmp r9, 0xc7', 'jbe 0x11d0']"
22,flush_reload,16,"['rdtscp', 'mov rsi, rdx', 'mov r10, rax', 'cpuid', 'mfence', 'shl rsi, 0x20', 'mov rcx, rdi', 'mov r9, rsi', 'or r9, r10', 'sub r9, r8', 'clflush byte [rcx]', 'mov rcx, qword [obj.kpause]', 'cmp r9, 0xc7', 'jbe 0x11d0', 'add rcx, 1', 'mov qword [obj.kpause], rcx', 'jmp 0x11e4', 'call sym.imp.sched_yield', 'mov edi, dword [var_4h]', 'add rdi, rbp', 'mfence', 'cpuid', 'rdtscp', 'mov r8, rdx', 'mov rsi, rax', 'mfence', 'shl r8, 0x20', 'mov rcx, rdi', 'or r8, rsi', 'mov rax, qword [rcx]', 'mfence', 'rdtscp', 'mov rsi, rdx', 'mov r10, rax', 'cpuid', 'mfence', 'shl rsi, 0x20', 'mov rcx, rdi', 'mov r9, rsi', 'or r9, r10', 'sub r9, r8', 'clflush byte [rcx]', 'mov rcx, qword [obj.kpause]', 'cmp r9, 0xc7', 'jbe 0x11d0']"
23,flush_reload,18,"['rdtscp', 'mov rsi, rdx', 'mov r10, rax', 'cpuid', 'mfence', 'shl rsi, 0x20', 'mov rcx, rdi', 'mov r9, rsi', 'or r9, r10', 'sub r9, r8', 'clflush byte [rcx]', 'mov rcx, qword [obj.kpause]', 'cmp r9, 0xc7', 'jbe 0x11d0', 'add rcx, 1', 'mov qword [obj.kpause], rcx', 'jmp 0x11e4', 'call sym.imp.sched_yield', 'mov edi, dword [var_4h]', 'add rdi, rbp', 'mfence', 'cpuid', 'rdtscp', 'mov r8, rdx', 'mov rsi, rax', 'mfence', 'shl r8, 0x20', 'mov rcx, rdi', 'or r8, rsi', 'mov rax, qword [rcx]', 'mfence', 'rdtscp', 'mov rsi, rdx', 'mov r10, rax', 'cpuid', 'mfence', 'shl rsi, 0x20', 'mov rcx, rdi', 'mov r9, rsi', 'or r9, r10', 'sub r9, r8', 'clflush byte [rcx]', 'mov rcx, qword [obj.kpause]', 'cmp r9, 0xc7', 'jbe 0x11d0', 'rdtscp', 'mov rsi, rdx', 'mov r10, rax', 'cpuid', 'mfence', 'shl rsi, 0x20', 'mov rcx, rdi', 'mov r9, rsi', 'or r9, r10', 'sub r9, r8', 'clflush byte [rcx]', 'mov rcx, qword [obj.kpause]', 'cmp r9, 0xc7', 'jbe 0x11d0']"
24,flush_reload,2,"['rdtscp', 'mov r8, rdx', 'mov rsi, rax', 'mfence', 'shl r8, 0x20', 'mov rcx, rdi', 'or r8, rsi', 'mov rax, qword [rcx]', 'mfence', 'rdtscp', 'mov rsi, rdx', 'mov r10, rax', 'cpuid', 'mfence', 'shl rsi, 0x20', 'mov rcx, rdi', 'mov r9, rsi', 'or r9, r10', 'sub r9, r8', 'clflush byte [rcx]', 'mov rcx, qword [obj.kpause]', 'cmp r9, 0xc7', 'ja 0x1530', 'rdtscp', 'mov rsi, rdx', 'mov r10, rax', 'cpuid', 'mfence', 'shl rsi, 0x20', 'mov rcx, rdi', 'mov r9, rsi', 'or r9, r10', 'sub r9, r8', 'clflush byte [rcx]', 'mov rcx, qword [obj.kpause]', 'cmp r9, 0xc7', 'ja 0x1530']"
25,flush_reload_spectre,60,"['rdtsc', 'shl rdx, 0x20', 'or rax, rdx', 'mov rbx, rax', 'lfence', 'nop', 'mov rax, qword [var_10h]', 'movzx eax, byte [rax]', 'movzx eax, al', 'mov dword [var_14h], eax', 'mfence', 'nop', 'lfence', 'nop', 'rdtsc', 'shl rdx, 0x20', 'or rax, rdx', 'sub rax, rbx', 'mov rbx, rax', 'lfence', 'nop', 'mov rax, rbx', 'pop rbx', 'pop rbp', 'ret', 'mov rbx, rax', 'mov rax, qword [obj.tl]', 'cmp rbx, rax', 'jb 0x148f', 'mov rax, qword [obj.th]', 'cmp rbx, rax', 'jbe 0x15f3', 'mov rax, qword [canary]', 'xor rax, qword fs:[0x28]', 'je 0x1607', 'add rsp, 0x38', 'pop rbx', 'pop rbp', 'ret', 'jmp 0x1753', 'mov edx, dword [var_1ch]', 'mov rax, qword [var_18h]', 'mov esi, edx', 'mov rdi, rax', 'call sym.measure_access_latency', 'endbr64', 'push rbp', 'mov rbp, rsp', 'push rbx', 'mov qword [var_10h], rdi', 'mov dword [var_14h], esi', 'mfence', 'nop', 'lfence', 'nop', 'rdtsc']"
26,flush_reload_spectre,16,"['rdtsc', 'shl rdx, 0x20', 'or rax, rdx', 'mov rbx, rax', 'lfence', 'nop', 'mov rax, qword [var_10h]', 'movzx eax, byte [rax]', 'movzx eax, al', 'mov dword [var_14h], eax', 'mfence', 'nop', 'lfence', 'nop', 'rdtsc']"
27,flush_reload_spectre,44,"['rdtsc', 'shl rdx, 0x20', 'or rax, rdx', 'sub rax, rbx', 'mov rbx, rax', 'lfence', 'nop', 'mov rax, rbx', 'pop rbx', 'pop rbp', 'ret', 'mov rbx, rax', 'mov rax, qword [obj.tl]', 'cmp rbx, rax', 'jb 0x148f', 'mov rax, qword [obj.th]', 'cmp rbx, rax', 'jbe 0x15f3', 'mov rax, qword [canary]', 'xor rax, qword fs:[0x28]', 'je 0x1607', 'add rsp, 0x38', 'pop rbx', 'pop rbp', 'ret', 'jmp 0x1753', 'mov edx, dword [var_1ch]', 'mov rax, qword [var_18h]', 'mov esi, edx', 'mov rdi, rax', 'call sym.measure_access_latency', 'endbr64', 'push rbp', 'mov rbp, rsp', 'push rbx', 'mov qword [var_10h], rdi', 'mov dword [var_14h], esi', 'mfence', 'nop', 'lfence', 'nop', 'rdtsc']"
